"status","path","kind","source_sha256","canonical_exists","canonical_sha256","exact_equal"
"??",".ai-os\receipts\command-fabric\MSG-1787937310478219-76541792.C2-OBS.ack.receipt.json","GENERATED_OR_EVIDENCE","39698cf1d0975fa3b168ea3c9c356f2449cab64cf11d75c2bd6db5d0442b5b2f","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1787937310478219-76541792.send.json","GENERATED_OR_EVIDENCE","169d5705eff3d17a939605b3782ff519f2e299acca409c992462df9efb986495","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1787938033120981-d2484d00.C2-OBS.ack.receipt.json","GENERATED_OR_EVIDENCE","c98fab8e3385deb3516dd5d9a522f3afe3e5b400242daf1db46fec83ffcd8ce9","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1787938033120981-d2484d00.send.json","GENERATED_OR_EVIDENCE","f44bafb8feccc73c1845db9d9830d6f0409a6242e843ab6a9694601433250ec7","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1787938232660497-ef9fd283.C2-OBS.ack.receipt.json","GENERATED_OR_EVIDENCE","5dfbaa0cfa2e5b0bd883a20e395a5c429446488d49ee08202a6e538121440815","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1787938232660497-ef9fd283.send.json","GENERATED_OR_EVIDENCE","53015c354641f3761ce5e970944fa630f726031058fd4579b14b61bb88ea3f72","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788017781230003-ccd42877.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","32cc142738d792bf72a0934fffac2f3b9b508496f8347d542cd8227029e7820e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788017781230003-ccd42877.returned.json","GENERATED_OR_EVIDENCE","29f84cda8141b793c3368e3a0057c37880cd680a311c02a5ebcb0c8536e4850b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788017781230003-ccd42877.send.json","GENERATED_OR_EVIDENCE","c836d7547703e8844d08abdce7065d5d8e9c13c72cdd2fd061b63e7fc6dd8d0c","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018005799479-f84535e6.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","97ee2a0307412e8a8acbb0dcf569cc669840c92d840ec7b7ce3926174db86593","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018005799479-f84535e6.returned.json","GENERATED_OR_EVIDENCE","ad826c942ddb9e0d449f38d70b79fb1dccbc8a641f2d73bb0a805a6ca8b0189b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018005799479-f84535e6.send.json","GENERATED_OR_EVIDENCE","a08c9025f5d1bec8697b605f15e31ca48ceb32961f7638fc11c1215c3ff62c07","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018121241784-0d224e9a.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","332912eacac127221d82d3a2b57f24362fcaa65abf268de7b882fbd36ea848f7","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018121241784-0d224e9a.returned.json","GENERATED_OR_EVIDENCE","724996516248e9a3876eb98b6e5ef2fd48aa3f245c852d7b3e24d43be18a56c8","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018121241784-0d224e9a.send.json","GENERATED_OR_EVIDENCE","b0ef9a97248077338c9dd1fbf33e985d8351bcabc859f363a03e956d1e5ad45d","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018175653702-47ddcf27.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","e4ed0cc389fc968d026e93470bb722cc08b71bf2dd94a00a22336f43b93b535b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018175653702-47ddcf27.returned.json","GENERATED_OR_EVIDENCE","236316c6f3dada9d755d92c0fb4a548336b022a8fe7e11209037cf4093d06443","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018175653702-47ddcf27.send.json","GENERATED_OR_EVIDENCE","6780fa8e0c2e3e51c188bc94e725c4053162c633abf6efd4441f9e7139113147","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018250879263-b91bf6d2.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","ed2b6c484500c2143a5dea6a914b9a3ae8e9d4a1f368f1027b376e14edd6ac11","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018250879263-b91bf6d2.returned.json","GENERATED_OR_EVIDENCE","a03b82e6b26d29ee04158e8487b5de11a4d613eb515ba3745d17a3c37825973e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018250879263-b91bf6d2.send.json","GENERATED_OR_EVIDENCE","5e91fe434789ec91a86eeb31a3cbab2dbc307d1756b70b41d5210f127246ff6c","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018322808136-a04a4804.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","b0019e81171dc4b8a19eb62e6c7ee791e97f0e938da998abcfd40749d596e280","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018322808136-a04a4804.returned.json","GENERATED_OR_EVIDENCE","3835a4780b1cb4068e89378baf8fa6304f175d0b101c532bf940bb48adebe441","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018322808136-a04a4804.send.json","GENERATED_OR_EVIDENCE","b3bdfbdd41b6cc728036f80c963a57b9b14a90e52cd5916a86c605c94cc68361","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018380351914-5389fb56.send.json","GENERATED_OR_EVIDENCE","db85308bb8970a7e742edf1865a2312ae1b022c9db057b723593cf604ad8b13e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018473012504-5b93b55b.send.json","GENERATED_OR_EVIDENCE","1c2911cb7ee8084538f75fece8bc023007525145c4c1d3aa457f99ddb14e05bc","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018514007552-0be6065e.send.json","GENERATED_OR_EVIDENCE","77f0a2f5519079e7ae7fb851870e54af5f1647abd7454bf43d02679db791f8cb","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018566800343-221067cf.send.json","GENERATED_OR_EVIDENCE","54ff55bfdf7cbc45ebb4d6f6afdbd361cef5616704f278c2a0ec703585527e4b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018686223991-22780259.send.json","GENERATED_OR_EVIDENCE","f0f199329df5df1672cae7bdc9cd5c1cba1f40274a3d137545547faead5597b3","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018745160341-7c4f1cd4.send.json","GENERATED_OR_EVIDENCE","e35464db8f38334fed5e303ac33941c77114ad8e285aa80da3960b03998cb516","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018755157061-385d0d6a.send.json","GENERATED_OR_EVIDENCE","60dc9aa240b4706ebf22e733e33557dbd7b67397dbbadfa665a88da6afc4a1e4","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018763257795-81ea985f.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","e173390682b1a7756d0ee78b3cf61763a38c2b11bcbd3a5ce32f74609d4c4bd7","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018763257795-81ea985f.returned.json","GENERATED_OR_EVIDENCE","295860916153b61710018f612fc8e6cb5a19ddf05c58693aaa9d0323e40418f7","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018763257795-81ea985f.send.json","GENERATED_OR_EVIDENCE","99eaae3615b1ffc1abd5bc1ba42760c824df5620db013106b348a251fa57ce0c","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018820696874-78159507.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","b731f81344f926b17a23867db7c1f8db42108a077bbd0c6f9d8ba0e2a497efa2","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018820696874-78159507.returned.json","GENERATED_OR_EVIDENCE","22ac379df9733da245e6f063898d1d84e2ab9d271a5cb65fa332dd9f84ccae68","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018820696874-78159507.send.json","GENERATED_OR_EVIDENCE","6fd60fec431fba08f59682e19a4aa9216f4c3bdd2e315f03fc9c8035bef96e8e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018850206380-010fc5b6.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","5ff88194e5b6cf6170fd061b6688ceb94d9b35bd776f646b14b31fa13d74f2bb","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018850206380-010fc5b6.returned.json","GENERATED_OR_EVIDENCE","5f289425388eea41ba2a58097ebdb28031d8cb98f955384cc9f0b39de95c9430","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018850206380-010fc5b6.send.json","GENERATED_OR_EVIDENCE","52a2f4cb1c2076f8fba82832d4f497c5a79dcc601f67fae38d3ae28588b0dadc","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018883990815-dfc0955c.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","7a484acd3537849c2acb40f9c472de772eea39a8acdba1100c3d7beea2974bb2","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018883990815-dfc0955c.returned.json","GENERATED_OR_EVIDENCE","267b1b1c68bcaadcf15d48312d10f1eb53441f9953b5f32df4ac058ffcf3955d","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018883990815-dfc0955c.send.json","GENERATED_OR_EVIDENCE","51595199025c4ed1db29fdf5b3b5d0aeeb6469b68f3820d37a2a5eb65d9c5eb4","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788018914649934-14605dfc.send.json","GENERATED_OR_EVIDENCE","8cff2b1aa3eb4b797e6e2d0ce061e96cee6c1a657ecb2c2914820f9af9928e9e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788019097381201-c06e552d.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","09d840d29cb0d44e45145e0b270e16e96f7f147c571772aa7ab4eb249efe8c8f","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788019097381201-c06e552d.returned.json","GENERATED_OR_EVIDENCE","36f4fe21f862706eec3f0c90cf82b517390662ef8b50af8d97102172bf39e07c","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788019097381201-c06e552d.send.json","GENERATED_OR_EVIDENCE","3f8db098ad0485be9e798fb5a5ed7b7705be163d490c37a40300e62080162cee","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788023713269244-7210e7ba.C2-OBS.ack.receipt.json","GENERATED_OR_EVIDENCE","a5345e5eb9f0f904f5411619691ca15e1dafc54e0093537b01ad03cac13794bf","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788023713269244-7210e7ba.send.json","GENERATED_OR_EVIDENCE","2c209723fea453473c0e6a555b06f43366cf1737b765327025c3e02f11f075ac","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788024912070919-ffe16357.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","a722accdde82fd07735440dcf532304fe1c3af0bb8d8524f723ad572b25db78b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788024912070919-ffe16357.returned.json","GENERATED_OR_EVIDENCE","b684324fe185878bec8f3cfac5ab8b5f981ab07465793bde16b3fbecbd2062d3","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788024912070919-ffe16357.send.json","GENERATED_OR_EVIDENCE","6ecb1f353e9202c60e80ede33a2e0791cd3f6facccc464a6a6aced7a32dd0c36","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788025059832066-622aec80.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","1e4506c53038666f276a42815fbbeee301292c7aa5ac4988546e4aaa768d38a8","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788025059832066-622aec80.returned.json","GENERATED_OR_EVIDENCE","0e5f775842416934ff8f35ec9ed15c0f51b14117a34933211c1088cad490b2a1","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788025059832066-622aec80.send.json","GENERATED_OR_EVIDENCE","67dd0e9c737929dd957678270b9bdd205a685e2457c1d7c88564efe3a79a52d2","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788038076572855-eb950c9e.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","b12a23e35e935060d302529e4d44b12fc9315e2533e44ee318fc78aa53097f9b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788038076572855-eb950c9e.returned.json","GENERATED_OR_EVIDENCE","4fbfc68309394fbe2e5f32397e7d83d7d6e89e15e106803166edc129b7f037ab","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788038076572855-eb950c9e.send.json","GENERATED_OR_EVIDENCE","d2432134338e337cbe68324daf48969acf05055310fdcf3ab46005117ad4668d","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788041707191987-7483f8dc.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","228f44941d2263eabb4923d02d4062e2d35e826a32bdd7cbfc439f7b8443d7ab","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788041707191987-7483f8dc.returned.json","GENERATED_OR_EVIDENCE","2c7bbe0768eef46096fa8f9498523010170ac1a9ee58b49629ef0bec4ee4f2fe","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788041707191987-7483f8dc.send.json","GENERATED_OR_EVIDENCE","2eed55dc08858e3e37bc7b5db69c1d71658d98bf6c7f3fdb9ab51470377b78b6","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042381764675-7275b847.TARGET_NOT_CALLABLE.json","GENERATED_OR_EVIDENCE","f6033f186d3060daf2e9d4bd6aeb8c660e318f9cf498ca899094124792bf8289","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042482309370-17eedf18.C2@AG.ack.receipt.json","GENERATED_OR_EVIDENCE","55ae80cc039265ba4f9bd3fcdfeb3edadb0a2cc10c7f1ecef934c520bf1e2484","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042482309370-17eedf18.C2@AG.returned.json","GENERATED_OR_EVIDENCE","4c298e5648e1fb779867a7e89143183647f109977f6b27cd2cd73ade1ffcecae","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042482309370-17eedf18.queued.json","GENERATED_OR_EVIDENCE","e542cf8f2f7d21b22a272d7928df14a4d3492be34235a123e2be343d02d85300","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042482309370-17eedf18.send.json","GENERATED_OR_EVIDENCE","26fb5dac0572531050c6b19830ba730d6116613a357b16be7eb50d18eaeb71fb","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042665777823-64d1a3fd.C2@AG.ack.receipt.json","GENERATED_OR_EVIDENCE","1d43576284a90a6440075ddae3796a34786fc92c8990bb66edc03869a9fb3171","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042665777823-64d1a3fd.C2@AG.returned.json","GENERATED_OR_EVIDENCE","4fa938462402816f136787a984e66dc96462e006ed01be62366edae24eecc938","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042665777823-64d1a3fd.queued.json","GENERATED_OR_EVIDENCE","53c045c9b4418c0f9b64c1de27032b3e7bc6e2ba5cd4bcdeafd805e6f9e7f52b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042665777823-64d1a3fd.send.json","GENERATED_OR_EVIDENCE","bedf6c1509e08ca56cf6c0cd274c7beb4b3ba57ffed2c4622ea7bad98cef0871","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042892223750-d254f8db.C2@AG.ack.receipt.json","GENERATED_OR_EVIDENCE","662f563b65c4d9c5ead295e6867b35bfd3b8099a1e41fda8e82a72c18f759cc7","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042892223750-d254f8db.C2@AG.returned.json","GENERATED_OR_EVIDENCE","f12dfa913d8b5b00670ad7a5079f9df1a0dfe6a4bbb3d9cbf27318b8224bd85e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042892223750-d254f8db.queued.json","GENERATED_OR_EVIDENCE","cbbfa31f5190659bbb7c3d89cc1387cd1d21bb5f7a9713d4cc12af5e7fa4342a","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788042892223750-d254f8db.send.json","GENERATED_OR_EVIDENCE","0a1697a8f6b01774c5ef4c344a4da318d129f7f3a05a426fd05169221082eb05","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788043797344695-964dc54d.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","62a57da89639fc2fa336cbef3e9341bed585596267615204cbf8547f3cbf4bfb","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788043797344695-964dc54d.returned.json","GENERATED_OR_EVIDENCE","be82bb94058f6707c133b4f583312dfb85f67a2580d0d5ccf2ce20469393eb46","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788043797344695-964dc54d.send.json","GENERATED_OR_EVIDENCE","465e75d63d460f4937c1d814fd77e118041cb1d716ab04a525553d4c275364d3","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788044764640647-796205c2.C5-PUBLIC.ack.receipt.json","GENERATED_OR_EVIDENCE","aee3434c1693c8b80d8c01e99d8c147a191cf9b9e3e9a4d1d7f13f1e1ce2307e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788044764640647-796205c2.returned.json","GENERATED_OR_EVIDENCE","c5656d2edb5272b7054c3f8d2531b4bcef37d4be313bb25aa1f1deef4e3f1045","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788044764640647-796205c2.send.json","GENERATED_OR_EVIDENCE","b040e3097046be735ea3e7b22e21171961f9f9e05b85343666a8f5d34fd9db7e","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788045377517138-b3246351.C2-OBS.ack.receipt.json","GENERATED_OR_EVIDENCE","b9c93c143bb6dad447b9a220cb5a759bac003c0a720b8d8ab815453a13c1adaa","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788045377517138-b3246351.C2@AG.ack.receipt.json","GENERATED_OR_EVIDENCE","094ea46e44932fc602adee317e6eced271fc82bb97833fe0756119380d8d4a9b","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788045377517138-b3246351.C2@AG.returned.json","GENERATED_OR_EVIDENCE","90c2b8bcb5d47468a1605609d382b08234a524cec0a095c9d8dc68f901028e4f","False",,"False"
"??",".ai-os\receipts\command-fabric\MSG-1788045377517138-b3246351.send.json","GENERATED_OR_EVIDENCE","128b261ba17ae5fa3b49699409213cc0b7460b7780df991e89a33e2ca0beb6dd","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\ACCESS-LOCK.json","GENERATED_OR_EVIDENCE","168c888e650a89268381e9bed3f4ee788f1d01780477e03d57f1f7132cfe8ca8","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\ACCOUNT-INTEGRATION-PLAN.json","GENERATED_OR_EVIDENCE","99e42b5e2e7a2478261b4c00dd620b9c3eb74c9bfde827224cf2b4c79914628a","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\API-EVIDENCE.json","GENERATED_OR_EVIDENCE","303d30b3698a15a4fb43c40488e140385453fbf3fa5da7ca623ee27d6ebae5cb","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\CAPABILITY-INVENTORY.json","GENERATED_OR_EVIDENCE","fa74f8b80746b29652941aa1abafdf8d36d7be2d5454f5f9e2aaeef414ae02cd","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\DASHBOARD-EVIDENCE.json","GENERATED_OR_EVIDENCE","4484c9edb56f934e234138985e3754c8fc4b4c27a0f84672652fb038aca8a94f","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\EXISTING-RAIOS-CAPABILITY-DISCOVERY.json","GENERATED_OR_EVIDENCE","dddc7d04b1c3fb2a35ca13c63c96e7e144fbae761c9b3c1d7e4b86a1dd56ac6f","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\FILES-SHA256.txt","GENERATED_OR_EVIDENCE","1d4df6524954809b078e344955388b2f69403c0af6879f549dc32e9c2f5cab6a","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\HANDOFF.md","GENERATED_OR_EVIDENCE","cd473e42ea54e202354489f4b6d27698071c22dab6fa98f27ea0abf2e5027f97","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\INSTALL-EVIDENCE.json","GENERATED_OR_EVIDENCE","c959a5be061680a060bc49497a3453075b511781f0a4b0fff4c4f366c2ae2ff8","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\KEY-REGISTRY.json","GENERATED_OR_EVIDENCE","3a811f22bc0b043afd39896ab019f04a04ba7466888abec1a619756827cd28b5","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\KNOWN-GAPS.json","GENERATED_OR_EVIDENCE","49b4c0ad08321f483aba32f8a1192019a820d24865aaff9a3ea61a59364f0c0a","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\NETWORK-BIND-EVIDENCE.json","GENERATED_OR_EVIDENCE","54d0d057be6c0eb7cc37f14fddeb43157ab042d9fbe9e65f27daca31c82e7524","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PACKAGE-HASHES.json","GENERATED_OR_EVIDENCE","3edd888803bc109ae5bfcd7eb2549c91637515cd21c4263c58d18c60a72d3a1e","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PACKAGE-LICENSE-PROVENANCE.json","GENERATED_OR_EVIDENCE","07534ba9e83fc370be58b986dd8d6f744eaaf83638fe49369ac0cd0527fc2143","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PACKAGE-MANIFEST.json","GENERATED_OR_EVIDENCE","5837f2d1b42e5025e4989b299cf8e524dd5e4d804803c4fa17a3920f77f79bd5","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PACKAGE-METADATA.json","GENERATED_OR_EVIDENCE","ce5675e9b51b7c4a41addf857deafeaee35e7bb452d14d84a6dc156905b18548","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PACKAGE-SUPPLY-CHAIN-AUDIT.json","GENERATED_OR_EVIDENCE","6a0728040c9517c7151bbbe81322fb8b6f346c676aad891dc7fcdab68e4b39b0","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\PROVENANCE-DELTA.json","GENERATED_OR_EVIDENCE","d51258d8b80566e4e297d978aa8509b9a51760feeccaea2d32e57ea7970d84b8","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\RAIOS-OVERLAP-MATRIX.json","GENERATED_OR_EVIDENCE","172aed113428e1bd00d5209492c0ba2213dc8eb84fd498151c16f2089507207b","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\RAIOS-REGRESSION-CHECK.json","GENERATED_OR_EVIDENCE","127202e2c340f850a70fdb4964c2a2fafac9f62cc88354e665b86099284a13bc","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\RESOURCE-FABRIC-ADAPTER-CONTRACT.json","GENERATED_OR_EVIDENCE","8abd939d7b155b9ff9f365c04585499c64532652984c3a0414ea96a3946d453c","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\RUNTIME-EVIDENCE.json","GENERATED_OR_EVIDENCE","9ffcd9a6adce0d7a717cc9d91e63fadd9895751fa9325154fed4052cac18815c","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\SECURITY-GATE.json","GENERATED_OR_EVIDENCE","56d42dc872777f7ac6a7a9955b1477e8eed0692d91b1325389d73e1dcc52c92c","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\SYSTEM-BASELINE.json","GENERATED_OR_EVIDENCE","d1a911c04d7a74f2e92afc808f400b65cb680d3bc2e9230da975b9ffed4f0ba2","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\TEST-RESULTS.json","GENERATED_OR_EVIDENCE","989359b824f0dd1ff7d0f723796eb75ca7ecb02fe4c7486a7e73ac6fb319086f","False",,"False"
"??",".ai-os\reports\9router\RAIOS-9ROUTER-DISCOVER-AUDIT-INSTALL-RUN-WAVE-01\_write_package.py","GENERATED_OR_EVIDENCE","e23baecb690568bf95f82288ae0bd124dedda02f3904f732612fd5720f140a1d","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\AFTER.json","GENERATED_OR_EVIDENCE","cdc2134be22f663c279122fcb8cf1bd6c04a68b94bc1ac18af0a3f689ccdcee1","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\CLI-GRANDPARENT.json","GENERATED_OR_EVIDENCE","7a2570be476c5aa543a406d3917b267434d81ce5ce07fa74465fbec23e24e3eb","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\CONNECTIONS-BEFORE.json","GENERATED_OR_EVIDENCE","be6994fa8c2aa4354ceeb61c437fa122031b1a48cf6404f0633dfa0c5df7063d","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\CPU-SAMPLE-BEFORE.json","GENERATED_OR_EVIDENCE","1c315d091dd44f7cdb002440b718a3bf6a7338659bde7bac24d31e0bed397f4c","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\DB-HASHES-BEFORE-RESTART.json","GENERATED_OR_EVIDENCE","8f9d1c54cff4d1c0f31078781887afcc2b7317430cb1a73ec3b29c5e67bafbf5","False",,"False"
"??",".ai-os\reports\9router\RAIOS-LIVE-COMMAND-CENTER-RECOVERY-WAVE-02\HANDOFF.md","GENERATED_OR_EVIDENCE","2648fc58468169f24bb4967b5a783f023950179496372aa72356df2066a2fb41","False",,"False"
